INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182078226,00616,Larceny,LARCENY THEFT OF BICYCLE,B2,287,,2018-09-26 19:57:00,2018,9,Wednesday,19,Part One,WASHINGTON ST,42.33094752,-71.08285104,"(42.33094752, -71.08285104)"
I182078225,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,D4,168,,2018-09-19 11:00:00,2018,9,Wednesday,11,Part Three,HARRISON AVE,42.33698515,-71.07258823,"(42.33698515, -71.07258823)"
I182078224,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,421,,2018-09-27 17:10:00,2018,9,Thursday,17,Part One,RICH ST,42.27586847,-71.08852892,"(42.27586847, -71.08852892)"
I182078223,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,2018-09-27 16:57:00,2018,9,Thursday,16,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182078222,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,139,,2018-09-27 17:21:00,2018,9,Thursday,17,Part One,BEACON ST,42.35172174,-71.08624608,"(42.35172174, -71.08624608)"
I182078220,02647,Other,THREATS TO DO BODILY HARM,C11,357,,2018-09-27 16:12:59,2018,9,Thursday,16,Part Two,WASHINGTON ST,42.29690720,-71.07233558,"(42.29690720, -71.07233558)"
I182078219,03115,Investigate Person,INVESTIGATE PERSON,B3,465,,2018-09-27 16:45:00,2018,9,Thursday,16,Part Three,HANSBOROUGH ST,42.28810362,-71.09153335,"(42.28810362, -71.09153335)"
I182078218,03207,Property Found,PROPERTY - FOUND,D4,143,,2018-09-25 21:00:00,2018,9,Tuesday,21,Part Three,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182078217,00616,Larceny,LARCENY THEFT OF BICYCLE,A1,67,,2018-09-27 09:00:00,2018,9,Thursday,9,Part One,GARDEN ST,42.36031809,-71.06690755,"(42.36031809, -71.06690755)"
I182078216,02647,Other,THREATS TO DO BODILY HARM,C11,373,,2018-09-27 15:08:00,2018,9,Thursday,15,Part Two,FREEPORT ST,42.29234068,-71.04803996,"(42.29234068, -71.04803996)"
I182078215,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,432,,2018-09-27 17:04:59,2018,9,Thursday,17,Part Two,CALLENDER ST,42.28792819,-71.08502171,"(42.28792819, -71.08502171)"
I182078214,00611,Larceny,LARCENY PICK-POCKET,A15,54,,2018-09-27 11:00:00,2018,9,Thursday,11,Part One,WALKER ST,42.37913440,-71.06685375,"(42.37913440, -71.06685375)"
I182078213,03207,Property Found,PROPERTY - FOUND,D4,142,,2018-09-27 15:34:00,2018,9,Thursday,15,Part Three,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I182078212,02629,Harassment,HARASSMENT,E5,822,,2018-09-26 13:00:00,2018,9,Wednesday,13,Part Two,GEORGETOWNE DR,42.25661385,-71.14449037,"(42.25661385, -71.14449037)"
I182078211,01402,Vandalism,VANDALISM,A1,104,,2018-09-27 14:59:00,2018,9,Thursday,14,Part Two,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)"
I182078210,01402,Vandalism,VANDALISM,E13,303,,2018-09-27 16:53:00,2018,9,Thursday,16,Part Two,COLUMBUS AVE,42.31771185,-71.09836379,"(42.31771185, -71.09836379)"
I182078209,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,271,,2018-09-27 16:52:00,2018,9,Thursday,16,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I182078208,01843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,111,,2018-09-27 16:00:00,2018,9,Thursday,16,Part Two,BOYLSTON ST,42.35237253,-71.06260897,"(42.35237253, -71.06260897)"
I182078208,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,111,,2018-09-27 16:00:00,2018,9,Thursday,16,Part Two,BOYLSTON ST,42.35237253,-71.06260897,"(42.35237253, -71.06260897)"
I182078208,01810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2018-09-27 16:00:00,2018,9,Thursday,16,Part Two,BOYLSTON ST,42.35237253,-71.06260897,"(42.35237253, -71.06260897)"
I182078207,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3,426,,2018-09-27 15:55:00,2018,9,Thursday,15,Part Three,BLUE HILL AVE,42.26820198,-71.09367344,"(42.26820198, -71.09367344)"
I182078206,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,65,,2018-09-27 15:27:00,2018,9,Thursday,15,Part Three,CAMBRIDGE ST,42.36122324,-71.06593235,"(42.36122324, -71.06593235)"
I182078205,03301,Verbal Disputes,VERBAL DISPUTE,E5,725,,2018-09-27 15:45:00,2018,9,Thursday,15,Part Three,GARDNER ST,42.27743492,-71.17044853,"(42.27743492, -71.17044853)"
I182078204,03201,Property Lost,PROPERTY - LOST,A1,78,,2018-09-27 12:00:00,2018,9,Thursday,12,Part Three,BLACKSTONE ST,42.36165196,-71.05630529,"(42.36165196, -71.05630529)"
I182078202,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,245,,2018-09-27 10:30:00,2018,9,Thursday,10,Part One,SUDAN ST,42.31668280,-71.05541001,"(42.31668280, -71.05541001)"
I182078201,03106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,A15,59,,2018-09-25 15:45:00,2018,9,Tuesday,15,Part Three,AUSTIN ST,42.37522355,-71.06455780,"(42.37522355, -71.06455780)"
I182078200,01107,Fraud,FRAUD - IMPERSONATION,B3,417,,2018-09-24 00:00:00,2018,9,Monday,0,Part Two,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)"
I182078199,00617,Larceny,LARCENY THEFT FROM BUILDING,A1, ,,2018-09-26 14:00:00,2018,9,Wednesday,14,Part One,,,,"(0.00000000, 0.00000000)"
I182078198,03208,Property Lost,PROPERTY - MISSING,C11,333,,2018-09-25 19:00:00,2018,9,Tuesday,19,Part Three,QUINCY ST,42.31055866,-71.06826011,"(42.31055866, -71.06826011)"
I182078197,00613,Larceny,LARCENY SHOPLIFTING,B2,329,,2018-09-27 15:52:00,2018,9,Thursday,15,Part One,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I182078196,01845,Drug Violation,DRUGS - POSS CLASS D,A7,28,,2018-09-27 15:51:00,2018,9,Thursday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I182078195,01847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,A7,28,,2018-09-27 15:30:00,2018,9,Thursday,15,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I182078194,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B3,463,,2018-09-27 15:18:57,2018,9,Thursday,15,Part Three,AMERICAN LEGION HWY,42.29520338,-71.09271640,"(42.29520338, -71.09271640)"
I182078192,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,356,,2018-09-27 12:30:00,2018,9,Thursday,12,Part Three,FAULKNER ST,42.29960791,-71.06094616,"(42.29960791, -71.06094616)"
I182078191,03115,Investigate Person,INVESTIGATE PERSON,B2,263,,2018-09-27 15:01:00,2018,9,Thursday,15,Part Three,DUDLEY ST,42.32356110,-71.07374226,"(42.32356110, -71.07374226)"
I182078190,02619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,B2,282,,2018-09-27 15:36:00,2018,9,Thursday,15,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182078189,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,949,,2018-09-27 14:31:00,2018,9,Thursday,14,Part Three,BOWDOIN ST,42.30839354,-71.06473124,"(42.30839354, -71.06473124)"
I182078188,02629,Harassment,HARASSMENT,B3,468,,2018-09-27 15:30:00,2018,9,Thursday,15,Part Two,WELLINGTON HILL ST,42.27965686,-71.09337672,"(42.27965686, -71.09337672)"
I182078187,01402,Vandalism,VANDALISM,A15,44,,2018-09-25 22:00:00,2018,9,Tuesday,22,Part Two,MONUMENT ST,42.37932087,-71.05914440,"(42.37932087, -71.05914440)"
I182078186,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,,2018-09-27 13:51:00,2018,9,Thursday,13,Part Three,EVANS WAY,,,"(0.00000000, 0.00000000)"
I182078185,03410,Towed,TOWED MOTOR VEHICLE,B2,310,,2018-09-27 10:34:00,2018,9,Thursday,10,Part Three,HUMBOLDT CT,42.31830219,-71.08575355,"(42.31830219, -71.08575355)"
I182078184,03208,Property Lost,PROPERTY - MISSING,D4,622,,2018-06-02 15:00:00,2018,6,Saturday,15,Part Three,BAY STATE RD,42.35002485,-71.09646321,"(42.35002485, -71.09646321)"
I182078181,03201,Property Lost,PROPERTY - LOST,C11,253,,2018-09-02 11:00:00,2018,9,Sunday,11,Part Three,EVERETT ST,42.30170124,-71.05300561,"(42.30170124, -71.05300561)"
I182078180,02647,Other,THREATS TO DO BODILY HARM,D4,628,,2018-09-27 14:43:00,2018,9,Thursday,14,Part Two,BROOKLINE AVE,42.34410718,-71.10180260,"(42.34410718, -71.10180260)"
I182078179,01402,Vandalism,VANDALISM,B3,565,,2018-09-27 15:05:00,2018,9,Thursday,15,Part Two,HARVARD ST,42.29190075,-71.09029516,"(42.29190075, -71.09029516)"
I182078178,02647,Other,THREATS TO DO BODILY HARM,B2,911,,2018-09-27 15:08:00,2018,9,Thursday,15,Part Two,PRENTISS ST,42.33414659,-71.09470188,"(42.33414659, -71.09470188)"
I182078177,00613,Larceny,LARCENY SHOPLIFTING,D4,619,,2018-09-27 14:37:00,2018,9,Thursday,14,Part One,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)"
I182078176,03207,Property Found,PROPERTY - FOUND,A1,77,,2018-09-27 00:00:00,2018,9,Thursday,0,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182078175,03501,Missing Person Reported,MISSING PERSON,C11,354,,2018-09-27 14:20:00,2018,9,Thursday,14,Part Three,PARK ST,42.29969646,-71.05715558,"(42.29969646, -71.05715558)"
I182078175,03502,Missing Person Located,MISSING PERSON - LOCATED,C11,354,,2018-09-27 14:20:00,2018,9,Thursday,14,Part Three,PARK ST,42.29969646,-71.05715558,"(42.29969646, -71.05715558)"
I182078174,03501,Missing Person Reported,MISSING PERSON,B3,432,,2018-09-27 14:48:00,2018,9,Thursday,14,Part Three,MASCOT ST,42.28424514,-71.08452739,"(42.28424514, -71.08452739)"
I182078173,03001,Medical Assistance,DEATH INVESTIGATION,D14,809,,2018-09-27 14:26:00,2018,9,Thursday,14,Part Three,ADAMSON ST,42.35826604,-71.13520407,"(42.35826604, -71.13520407)"
I182078171,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,820,,2018-09-27 10:15:00,2018,9,Thursday,10,Part Three,CAMBRIDGE ST,42.36054246,-71.11929277,"(42.36054246, -71.11929277)"
I182078170,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,490,,2018-09-27 13:49:00,2018,9,Thursday,13,Part Two,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
I182078169,01874,Drug Violation,DRUGS - OTHER,A15,41,,2018-09-27 14:35:00,2018,9,Thursday,14,Part Two,VINE ST,42.37663167,-71.05593196,"(42.37663167, -71.05593196)"
I182078168,03410,Towed,TOWED MOTOR VEHICLE,A1,70,,2018-09-27 11:12:00,2018,9,Thursday,11,Part Three,MOUNT VERNON ST,42.35816431,-71.06740395,"(42.35816431, -71.06740395)"
I182078165,00301,Robbery,ROBBERY - STREET,B3,428,,2018-09-27 14:27:00,2018,9,Thursday,14,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
I182078164,01510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,E13,906,,2018-09-27 14:06:36,2018,9,Thursday,14,Part Two,HORAN WAY,42.32519368,-71.10388489,"(42.32519368, -71.10388489)"
I182078163,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,303,,2018-09-27 13:15:00,2018,9,Thursday,13,Part Three,AMORY ST,42.32133813,-71.09924423,"(42.32133813, -71.09924423)"
I182078162,01844,Drug Violation,DRUGS - POSS CLASS C,C6,197,,2018-09-27 12:30:00,2018,9,Thursday,12,Part Two,D ST,42.33624575,-71.05387586,"(42.33624575, -71.05387586)"
I182078159,01109,Fraud,FRAUD - WIRE,C11,350,,2018-09-24 12:00:00,2018,9,Monday,12,Part Two,DORCHESTER AVE,42.30340172,-71.05937630,"(42.30340172, -71.05937630)"
I182078157,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,936,,2018-09-27 13:50:00,2018,9,Thursday,13,Part Two,W SEVENTH ST,42.33750921,-71.05582443,"(42.33750921, -71.05582443)"
I182078156,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,113,,2018-09-27 13:24:00,2018,9,Thursday,13,Part Three,SUMMER ST,42.35426247,-71.05883334,"(42.35426247, -71.05883334)"
I182078155,02629,Harassment,HARASSMENT,B2,294,,2018-09-27 14:02:00,2018,9,Thursday,14,Part Two,AKRON ST,42.32579408,-71.08563758,"(42.32579408, -71.08563758)"
I182078154,00613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-09-27 13:25:00,2018,9,Thursday,13,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I182078153,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,340,,2018-09-27 11:38:00,2018,9,Thursday,11,Part Two,MOUNT IDA RD,42.30629091,-71.06512497,"(42.30629091, -71.06512497)"
I182078152,03115,Investigate Person,INVESTIGATE PERSON,B3,441,,2018-09-27 12:58:00,2018,9,Thursday,12,Part Three,TALBOT AVE,42.29453954,-71.08669890,"(42.29453954, -71.08669890)"
I182078151,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C6,188,,2018-09-27 13:04:00,2018,9,Thursday,13,Part Three,MAYHEW ST,42.32150239,-71.05967200,"(42.32150239, -71.05967200)"
I182078150,03301,Verbal Disputes,VERBAL DISPUTE,C6,178,,2018-09-27 13:43:00,2018,9,Thursday,13,Part Three,MASSACHUSETTS AVE,42.32930936,-71.06898572,"(42.32930936, -71.06898572)"
I182078148,00613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-09-27 13:14:00,2018,9,Thursday,13,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
I182078148,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,168,,2018-09-27 13:14:00,2018,9,Thursday,13,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
I182078147,03115,Investigate Person,INVESTIGATE PERSON,B2,322,,2018-09-27 13:07:45,2018,9,Thursday,13,Part Three,WARREN ST,42.31503085,-71.08344018,"(42.31503085, -71.08344018)"
I182078146,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,33,,2018-09-27 12:55:00,2018,9,Thursday,12,Part One,MAVERICK ST,42.36815918,-71.03438535,"(42.36815918, -71.03438535)"
I182078145,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,E18,524,,2018-09-27 13:32:00,2018,9,Thursday,13,Part Two,NEEDHAM RD,42.24249788,-71.12326854,"(42.24249788, -71.12326854)"
I182078144,03821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4, ,,2018-09-27 13:03:00,2018,9,Thursday,13,Part Three,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I182078143,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7, ,,2018-09-27 12:20:00,2018,9,Thursday,12,Part Two,LONDON ST,,,"(0.00000000, 0.00000000)"
I182078140,01842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,317,,2018-09-27 13:00:00,2018,9,Thursday,13,Part Two,HUMBOLDT AVE,42.31226446,-71.09020559,"(42.31226446, -71.09020559)"
I182078140,01874,Drug Violation,DRUGS - OTHER,B2,317,,2018-09-27 13:00:00,2018,9,Thursday,13,Part Two,HUMBOLDT AVE,42.31226446,-71.09020559,"(42.31226446, -71.09020559)"
I182078140,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B2,317,,2018-09-27 13:00:00,2018,9,Thursday,13,Part Two,HUMBOLDT AVE,42.31226446,-71.09020559,"(42.31226446, -71.09020559)"
I182078139,01843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A15,41,,2018-09-27 13:16:00,2018,9,Thursday,13,Part Two,VINE ST,42.37663167,-71.05593196,"(42.37663167, -71.05593196)"
I182078138,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,C6,176,,2018-09-27 10:50:00,2018,9,Thursday,10,Part Three,NEWMARKET SQ,42.33103871,-71.06476734,"(42.33103871, -71.06476734)"
I182078136,03301,Verbal Disputes,VERBAL DISPUTE,C11,335,,2018-09-27 12:26:50,2018,9,Thursday,12,Part Three,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I182078135,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,792,,2018-07-05 12:00:00,2018,7,Thursday,12,Part Two,COMMONWEALTH AVE,42.34612049,-71.14099661,"(42.34612049, -71.14099661)"
I182078134,03115,Investigate Person,INVESTIGATE PERSON,B2,901,,2018-09-25 20:30:00,2018,9,Tuesday,20,Part Three,SAINT ALPHONSUS ST,42.33551160,-71.09963928,"(42.33551160, -71.09963928)"
I182078132,03007,Medical Assistance,SUDDEN DEATH,B2,606,,2018-09-27 07:38:00,2018,9,Thursday,7,Part Three,PARKER HILL AVE,42.33093363,-71.10956443,"(42.33093363, -71.10956443)"
I182078130,03201,Property Lost,PROPERTY - LOST,B3,469,,2018-03-15 14:00:00,2018,3,Thursday,14,Part Three,HIAWATHA RD,42.27683754,-71.09526440,"(42.27683754, -71.09526440)"
I182078128,00613,Larceny,LARCENY SHOPLIFTING,A1,94,,2018-09-27 11:50:00,2018,9,Thursday,11,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182078127,03207,Property Found,PROPERTY - FOUND,C6,193,,2018-09-27 11:54:00,2018,9,Thursday,11,Part Three,ROGERS ST,42.32967465,-71.05555264,"(42.32967465, -71.05555264)"
I182078125,01402,Vandalism,VANDALISM,B2,308,,2018-09-27 12:02:00,2018,9,Thursday,12,Part Two,HUMBOLDT AVE,42.31871968,-71.08610630,"(42.31871968, -71.08610630)"
I182078125,03301,Verbal Disputes,VERBAL DISPUTE,B2,308,,2018-09-27 12:02:00,2018,9,Thursday,12,Part Three,HUMBOLDT AVE,42.31871968,-71.08610630,"(42.31871968, -71.08610630)"
I182078124,03115,Investigate Person,INVESTIGATE PERSON,D14,784,,2018-09-27 12:38:00,2018,9,Thursday,12,Part Three,WASHINGTON ST,42.34576720,-71.14589873,"(42.34576720, -71.14589873)"
I182078123,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,396,,2018-09-27 12:20:00,2018,9,Thursday,12,Part One,DORCHESTER AVE,42.28994346,-71.06313390,"(42.28994346, -71.06313390)"
I182078122,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,106,,2018-09-21 10:39:00,2018,9,Friday,10,Part One,HIGH ST,42.35344834,-71.05658072,"(42.35344834, -71.05658072)"
I182078121,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,17,,2018-09-27 11:36:00,2018,9,Thursday,11,Part Three,NEPTUNE RD,42.38031937,-71.02593214,"(42.38031937, -71.02593214)"
I182078120,03115,Investigate Person,INVESTIGATE PERSON,C11,350,,2018-09-27 11:51:00,2018,9,Thursday,11,Part Three,LEONARD ST,42.30200898,-71.05696814,"(42.30200898, -71.05696814)"
I182078119,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,220,,2018-09-27 12:00:00,2018,9,Thursday,12,Part One,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)"
I182078119,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,220,,2018-09-27 12:00:00,2018,9,Thursday,12,Part Two,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)"
I182078119,02401,Disorderly Conduct,AFFRAY,C6,220,,2018-09-27 12:00:00,2018,9,Thursday,12,Part Two,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)"
I182078118,00619,Larceny,LARCENY ALL OTHERS,B2,586,,2018-08-11 10:00:00,2018,8,Saturday,10,Part One,HILLSIDE ST,42.33013124,-71.10138008,"(42.33013124, -71.10138008)"
I182078117,02005,Offenses Against Child / Family,CHILD ENDANGERMENT,C6,220,,2018-09-27 07:00:00,2018,9,Thursday,7,Part Two,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)"
I182078116,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,260,,2018-09-27 11:21:00,2018,9,Thursday,11,Part Two,MAGNOLIA ST,42.31863829,-71.06984326,"(42.31863829, -71.06984326)"
I182078115,01300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D14,796,,2018-09-27 11:14:00,2018,9,Thursday,11,Part Two,HARVARD AVE,42.34966751,-71.13048678,"(42.34966751, -71.13048678)"
I182078113,01402,Vandalism,VANDALISM,E18,555,,2018-09-25 22:00:00,2018,9,Tuesday,22,Part Two,MANSUR ST,42.27379841,-71.12188859,"(42.27379841, -71.12188859)"
I182078112,03805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C6,201,,2018-09-27 11:40:00,2018,9,Thursday,11,Part Three,D ST,42.33972742,-71.04976204,"(42.33972742, -71.04976204)"
I182078111,00361,Robbery,ROBBERY - OTHER,B2,311,,2018-09-27 10:23:00,2018,9,Thursday,10,Part One,WARREN ST,42.31696650,-71.08254058,"(42.31696650, -71.08254058)"
I182078111,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,311,,2018-09-27 10:23:00,2018,9,Thursday,10,Part One,WARREN ST,42.31696650,-71.08254058,"(42.31696650, -71.08254058)"
I182078110,03201,Property Lost,PROPERTY - LOST,A1,101,,2018-09-21 01:00:00,2018,9,Friday,1,Part Three,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I182078109,03115,Investigate Person,INVESTIGATE PERSON,E18,545,,2018-09-27 10:44:00,2018,9,Thursday,10,Part Three,HALE ST,42.25914491,-71.12914703,"(42.25914491, -71.12914703)"
I182078108,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,256,,2018-09-27 09:00:00,2018,9,Thursday,9,Part One,MOUNT VERNON ST,42.31779354,-71.04210959,"(42.31779354, -71.04210959)"
I182078108,02401,Disorderly Conduct,AFFRAY,C6,256,,2018-09-27 09:00:00,2018,9,Thursday,9,Part Two,MOUNT VERNON ST,42.31779354,-71.04210959,"(42.31779354, -71.04210959)"
I182078107,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,601,,2018-09-26 16:40:00,2018,9,Wednesday,16,Part Two,SMITH ST,42.33353077,-71.09845207,"(42.33353077, -71.09845207)"
I182078106,03410,Towed,TOWED MOTOR VEHICLE,C6,231,,2018-09-27 11:40:00,2018,9,Thursday,11,Part Three,E SIXTH ST,42.33318923,-71.03155905,"(42.33318923, -71.03155905)"
I182078105,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,258,,2018-09-27 11:32:00,2018,9,Thursday,11,Part Two,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)"
I182078104,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,B2, ,,2018-09-27 10:58:00,2018,9,Thursday,10,Part Three,HUNTINGTON AVE,,,"(0.00000000, 0.00000000)"
I182078103,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6, ,,2018-09-27 10:47:00,2018,9,Thursday,10,Part Three,NEWMARKET SQ,,,"(0.00000000, 0.00000000)"
I182078102,03207,Property Found,PROPERTY - FOUND,A1,77,,2018-09-27 11:20:00,2018,9,Thursday,11,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182078101,03201,Property Lost,PROPERTY - LOST,B2,330,,2018-09-27 11:18:00,2018,9,Thursday,11,Part Three,WASHINGTON ST,42.30649283,-71.08180677,"(42.30649283, -71.08180677)"
I182078100,03207,Property Found,PROPERTY - FOUND,D14,778,,2018-09-27 11:00:00,2018,9,Thursday,11,Part Three,WASHINGTON ST,42.34905600,-71.15049850,"(42.34905600, -71.15049850)"
I182078099,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,333,,2018-09-27 10:40:00,2018,9,Thursday,10,Part Three,COLUMBIA RD,42.31126459,-71.07003979,"(42.31126459, -71.07003979)"
I182078098,02670,Criminal Harassment,CRIMINAL HARASSMENT,D4,624,,2018-09-27 11:09:00,2018,9,Thursday,11,Part Two,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I182078097,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,72,,2018-09-27 09:29:00,2018,9,Thursday,9,Part Three,ASHBURTON PL,42.35913932,-71.06196905,"(42.35913932, -71.06196905)"
I182078096,02403,Disorderly Conduct,DISTURBING THE PEACE,B2,328,,2018-09-26 15:30:00,2018,9,Wednesday,15,Part Two,COLUMBIA RD,42.30876959,-71.07460717,"(42.30876959, -71.07460717)"
I182078096,02610,Other,TRESPASSING,B2,328,,2018-09-26 15:30:00,2018,9,Wednesday,15,Part Two,COLUMBIA RD,42.30876959,-71.07460717,"(42.30876959, -71.07460717)"
I182078093,03201,Property Lost,PROPERTY - LOST,B2,318,,2018-08-01 17:00:00,2018,8,Wednesday,17,Part Three,HOMESTEAD ST,42.31014403,-71.08759179,"(42.31014403, -71.08759179)"
I182078092,03170,Other,INTIMIDATING WITNESS,B3,428,,2018-09-26 09:35:00,2018,9,Wednesday,9,Part Three,NORFOLK ST,42.28003764,-71.08853387,"(42.28003764, -71.08853387)"
I182078089,01402,Vandalism,VANDALISM,B2,332,,2018-09-26 18:00:00,2018,9,Wednesday,18,Part Two,COLUMBIA RD,42.31519665,-71.06678387,"(42.31519665, -71.06678387)"
I182078088,00613,Larceny,LARCENY SHOPLIFTING,B3,476,,2018-09-27 10:16:07,2018,9,Thursday,10,Part One,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I182078088,02610,Other,TRESPASSING,B3,476,,2018-09-27 10:16:07,2018,9,Thursday,10,Part Two,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I182078087,03125,Warrant Arrests,WARRANT ARREST,B2,319,,2018-09-27 10:01:00,2018,9,Thursday,10,Part Three,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I182078086,03410,Towed,TOWED MOTOR VEHICLE,D4,163,,2018-09-27 09:17:00,2018,9,Thursday,9,Part Three,SHAWMUT AVE,42.34277705,-71.06952709,"(42.34277705, -71.06952709)"
